,ID,ANO_NACIMIENTO,RAZA,PADRE,INTERPARTO,ovder,ovizq,utero,Efectividad
430,100075HO,2010,F1H,H0584,578,1,0,1,13.88888889
431,100076HO,2010,F1H,H0585,376,1,1,1,25.0
432,100077HO,2010,F1H,H0584,388,1,0,0,25.0
433,100078HO,2010,F1H,H0585,690,1,1,1,11.53846154
434,100079HO,2010,F1H,H0585,0,0,0,0,50.0
435,100080HO,2010,F1H,H0585,506,1,1,1,20.0
436,100081HO,2010,F1H,H0584,0,0,0,0,20.0
437,100082HO,2010,F1H,H0585,413,1,0,1,22.85714286
438,100083HO,2010,F1H,H0585,536,1,1,1,29.41176471
439,100085HO,2010,F1H,H0584,324,1,0,1,30.55555556
440,100086HO,2010,F1H,H0585,608,1,1,1,13.63636364
441,100087HO,2010,F1H,H0585,368,0,0,0,50.0
442,100088HO,2010,F1H,H0585,0,0,0,0,66.66666667
443,100089HO,2010,F1H,H0585,348,0,0,1,27.586206899999997
444,100090HO,2010,F1H,H0584,0,0,0,0,100.0
445,100091HO,2010,F1H,H0585,321,1,0,1,25.0
446,100092HO,2010,F1H,H0584,360,1,1,1,19.51219512
447,100093HO,2010,F1H,H0585,451,0,0,1,28.57142857
448,100094HO,2010,F1H,H0585,494,1,0,1,14.70588235
449,100096HO,2010,F1H,H0584,307,0,1,1,23.52941176
450,100097HO,2010,F1H,H0585,624,1,1,1,17.24137931
451,100098HO,2010,F1H,H0584,347,0,0,1,21.62162162
452,100099HO,2010,F1H,H0584,335,1,0,1,19.04761905
453,100100HO,2010,F1H,H0585,375,0,0,1,30.0
454,100101HO,2010,F1H,H0584,0,0,0,0,40.0
455,100102HO,2010,F1H,H0585,379,0,0,0,22.22222222
456,100103HO,2010,F1H,H0584,236,1,0,0,20.0
457,100104HO,2010,F1H,H0585,384,0,1,1,26.66666667
458,100104ME,2010,F1H,HOL,311,0,0,1,25.0
459,100105HO,2010,F1H,H0585,0,0,0,0,100.0
460,100106HO,2010,F1H,H0585,345,0,0,1,26.47058824
461,100107HO,2010,F1H,H0585,614,1,1,0,10.52631579
462,100108HO,2010,F1H,H0585,341,0,0,0,33.33333333
463,100109HO,2010,F1H,H0585,496,0,0,1,35.71428571
464,100110HO,2010,F1H,H0585,433,0,0,1,23.52941176
465,100111HO,2010,F1H,H0585,0,0,0,0,100.0
466,100113HO,2010,F1H,H0584,348,0,1,0,60.0
467,100114JE,2010,F1J,JE0761,351,0,0,0,100.0
468,100115HO,2010,F1H,H0584,0,0,0,0,100.0
469,100116JE,2010,F1J,J0778,372,1,1,1,18.51851852
470,100117HO,2010,F1H,H0584,344,0,1,0,28.57142857
471,100119CP,2010,F1H,BR,315,0,0,1,16.66666667
472,100119JE,2010,F1J,JE0778,522,0,0,1,20.0
473,100120HO,2010,F1H,H0584,428,0,0,0,50.0
474,100121HO,2010,F1H,H0584,370,0,0,1,33.33333333
475,100122HO,2010,F1H,H0584,0,0,0,0,14.28571429
476,100123HO,2010,F1H,H0584,0,0,0,0,33.33333333
478,100125HO,2010,F1H,H0584,0,0,0,0,16.66666667
479,100126HO,2010,F1H,H0584,0,0,0,0,66.66666667
480,100127JE,2010,F1J,JE0778,425,1,0,1,23.80952381
481,100129HO,2010,F1H,H0584,424,1,0,1,20.0
482,100130HO,2010,F1H,H0584,360,0,0,0,57.14285714
483,100131HO,2010,F1H,H0584,0,0,0,0,25.0
484,100132HO,2010,F1H,H0584,449,1,1,1,9.302325581
485,100134HO,2010,F1H,H0584,322,1,0,1,33.33333333
486,100135CP,2010,F1H,BR,0,1,1,1,22.22222222
487,100135HO,2010,F1H,H0584,321,0,1,0,28.57142857
488,100136HO,2010,F1H,H0584,515,1,0,1,15.78947368
489,100137HO,2010,F1H,H0584,513,0,0,0,30.0
490,100138HO,2010,F1H,H0584,0,1,0,0,20.0
491,100139HO,2010,F1H,H0584,0,0,0,0,30.0
492,100140HO,2010,F1H,H0584,0,0,0,0,42.85714286
493,100142HO,2010,F1H,H0584,478,0,0,0,28.57142857
494,100143HO,2010,F1H,H0584,0,0,1,0,12.5
495,100143ME,2010,F1H,HOL,569,1,1,1,12.5
497,100147HO,2010,EC,H0584,0,0,0,0,20.0
498,100148HO,2010,F1H,H0584,401,1,0,0,14.28571429
499,100150HO,2010,F1H,H0584,560,1,0,1,12.5
500,100151HO,2010,F1H,H0584,0,0,0,0,100.0
501,100152HO,2010,F1H,H0584,0,0,0,0,50.0
502,100154HO,2010,F1H,H0584,588,0,1,1,12.5
503,100156HO,2010,F1H,H0584,316,1,0,1,50.0
504,100157HO,2010,F1H,H0584,412,1,0,1,23.33333333
505,100158HO,2010,F1H,H0585,0,0,0,0,20.0
506,100160HO,2010,F1H,H0778,327,1,0,1,35.71428571
507,100164HO,2010,F1H,H0584,0,0,0,0,100.0
508,100167HO,2010,F1H,H0585,497,1,1,0,21.05263158
509,100170HO,2010,F1H,H0778,419,0,0,0,50.0
510,100175HO,2010,F1H,H0585,0,0,0,0,50.0
511,100178HO,2010,F1H,H0584,347,1,0,1,21.21212121
512,100179HO,2010,F1H,H0585,0,0,0,0,20.0
513,100184HO,2010,F1H,H0778,0,0,0,0,66.66666667
514,100185HO,2010,F1H,H0584,0,0,0,0,100.0
515,100186HO,2010,F1H,H0589,0,0,0,0,100.0
516,100191HO,2010,F1H,H0584,0,0,0,0,25.0
517,100193HO,2010,F1H,H0584,324,0,0,0,100.0
518,100195HO,2010,F1H,H0589,308,1,1,1,16.66666667
519,100196HO,2010,F1H,H0589,807,1,1,1,27.586206899999997
520,100197HO,2010,F1H,H0589,572,1,1,1,18.75
521,100199HO,2010,F1H,H0584,441,0,0,0,60.0
522,100200HO,2010,F1H,H0778,352,1,1,1,18.75
523,100201HO,2010,F1H,H0778,357,1,0,1,41.66666667
524,100202HO,2010,F1H,H0589,338,0,1,1,22.58064516
525,100203HO,2010,F1H,H0585,328,1,0,0,26.66666667
526,100204HO,2010,F1H,H0584,0,0,0,0,25.0
527,100206HO,2010,F1H,H0584,629,1,1,1,15.38461538
528,100207HO,2010,F1H,H0589,354,1,0,0,50.0
529,100207ME,2010,F1H,HOL,0,0,0,1,50.0
530,100208HO,2010,F1H,H0585,332,1,1,1,17.24137931
531,100209HO,2010,F1H,H0778,301,1,0,1,22.85714286
532,100213HO,2010,F1H,H0585,0,0,0,0,100.0
533,100215CP,2010,F1H,BR,556,1,1,1,11.11111111
534,100215HO,2010,F1H,H0584,0,0,0,0,50.0
536,100218HO,2010,F1H,H0585,382,1,0,1,25.0
537,100225HO,2010,F1H,H0585,412,0,0,1,25.0
538,100226HO,2010,F1H,H0584,0,1,0,0,33.33333333
539,100232HO,2010,F1H,H0585,373,0,0,1,23.33333333
540,100234HO,2010,EC,H0584,332,0,0,0,40.0
541,100235HO,2010,F1H,H0584,318,0,0,1,40.0
542,100237HO,2010,F1H,H0585,0,0,0,0,30.0
543,100238HO,2010,F1H,H0589,0,0,0,0,33.33333333
544,100242CP,2010,F1H,BR,390,0,0,1,20.0
545,100245CP,2010,F1H,BR,357,1,0,1,17.85714286
546,100246CP,2010,F1H,BR,551,1,1,1,15.625
547,100247CP,2010,F1H,BR,373,1,0,1,18.75
548,100249CP,2010,F1H,BR,586,1,0,1,8.333333332999999
549,100254HO,2010,F1H,H1297,362,0,0,0,66.66666667
550,100255HO,2010,F1H,H0589,430,1,0,1,27.27272727
551,100256HO,2010,F1H,H0585,380,1,1,1,26.47058824
552,100258HO,2010,F1H,H0584,573,1,0,1,13.33333333
553,100264CP,2010,F1H,BR,577,1,1,1,19.35483871
554,100268HO,2010,F1H,H0585,320,0,0,1,80.0
555,100278CP,2010,F1H,BR,445,1,0,1,13.33333333
556,100280HO,2010,F1H,H0778,0,0,0,0,50.0
557,100291HO,2010,F1H,H1297,0,0,0,0,25.0
558,100297HO,2010,F1H,H0585,321,0,0,1,31.57894737
559,100299HO,2010,F1H,H0585,0,0,0,0,50.0
560,100301HO,2010,F1H,H0585,335,1,0,1,26.66666667
561,100309CP,2010,F1H,BR,393,1,0,1,29.41176471
562,100317HO,2010,F1H,H0585,0,0,0,0,25.0
563,100320HO,2010,F1H,H0585,422,0,0,1,28.125
564,100321HO,2010,F1H,H0584,0,0,0,0,25.0
565,100322HO,2010,F1H,H0585,0,0,0,0,14.28571429
566,100328HO,2010,F1H,H0778,312,0,0,1,53.33333333
567,100332HO,2010,F1H,H0778,0,0,0,0,50.0
568,100337CP,2010,F1H,BR,345,1,0,1,21.42857143
569,100338HO,2010,F1H,H0778,368,1,0,1,20.58823529
570,100339CP,2010,F1H,BR,0,0,0,0,33.33333333
571,100340HO,2010,F1H,H0584,725,1,1,1,10.0
572,100344HO,2010,F1H,H0778,0,0,0,0,0.0
573,100347HO,2010,EC,H0778,333,0,0,1,25.71428571
574,100351CP,2010,F1H,BR,523,1,1,1,19.23076923
575,100351HO,2010,F1H,H0585,0,0,0,1,12.5
576,100352CP,2010,F1H,BR,542,1,0,1,21.21212121
577,100352HO,2010,F1H,H0778,655,1,0,1,19.23076923
578,100369HO,2010,F1H,H0585,0,0,0,0,50.0
579,100370HO,2010,F1H,H0585,327,1,0,1,23.80952381
580,100373HO,2010,F1H,H0589,501,0,0,0,16.66666667
581,100377HO,2010,F1H,H0778,447,0,0,1,21.875
582,100387HO,2010,F1H,H0585,539,1,1,1,21.62162162
583,100388HO,2010,F1H,H1297,407,1,0,1,40.0
584,100389HO,2010,F1H,H0585,173,1,0,1,28.57142857
585,100393HO,2010,F1H,H0585,0,0,0,0,0.0
586,100394HO,2010,EC,H0585,323,1,0,1,50.0
587,100402HO,2010,F1H,H1297,0,0,0,0,33.33333333
588,100406HO,2010,F1H,H0589,336,0,0,0,50.0
589,100412HO,2010,F1H,H0584,376,1,0,1,18.91891892
590,100413HO,2010,F1H,H0584,713,1,0,1,17.64705882
591,100417HO,2010,F1H,H1297,343,1,0,1,25.0
592,100419HO,2010,F1H,H1297,321,0,0,0,40.0
593,100423HO,2010,F1H,H0584,322,1,0,1,20.0
594,100424HO,2010,F1H,H0584,0,0,0,0,12.5
595,100425HO,2010,F1H,H0584,582,1,1,1,18.51851852
596,100426HO,2010,F1H,H0585,0,0,0,0,0.0
597,100429HO,2010,F1H,H0778,0,0,0,0,33.33333333
598,100430HO,2010,F1H,H0778,305,0,0,1,26.66666667
599,100431HO,2010,F1H,H0778,0,0,0,0,66.66666667
600,100433HO,2010,F1H,H0589,0,0,0,0,50.0
601,100434HO,2010,F1H,H0585,436,0,0,0,66.66666667
602,100435HO,2010,F1H,HOL,357,1,1,1,24.32432432
603,100436HO,2010,F1H,H0585,0,0,0,0,16.66666667
604,100437HO,2010,F1H,H0584,605,0,0,0,18.75
605,100438HO,2010,F1H,H0585,413,0,0,0,66.66666667
606,100439HO,2010,F1H,H0584,0,0,0,0,100.0
607,100440HO,2010,F1H,H0778,322,0,1,1,29.62962963
608,100441HO,2010,F1H,H0778,359,0,0,1,15.0
609,100442HO,2010,F1H,H0778,0,0,0,0,100.0
610,100443HO,2010,F1H,H0589,0,0,0,0,100.0
611,100448HO,2010,F1H,H0585,351,0,0,1,25.0
612,100449HO,2010,F1H,H0584,0,0,0,0,0.0
613,100450HO,2010,F1H,H0585,591,1,0,1,18.18181818
614,100451HO,2010,F1H,H1297,364,0,0,1,36.0
615,100452HO,2010,F1H,H0589,364,0,0,1,22.22222222
616,100458HO,2010,F1H,H0589,457,1,1,1,21.73913043
617,100459HO,2010,F1H,H0778,0,0,0,0,25.0
618,100460HO,2010,F1H,H0589,338,0,0,1,27.77777778
619,100461HO,2010,F1H,H0778,376,1,1,1,25.0
620,100463HO,2010,F1H,H0589,0,1,0,0,14.28571429
621,100464HO,2010,F1H,H0778,0,1,0,0,11.11111111
623,100476HO,2010,F1H,H0585,318,1,0,1,21.21212121
624,100480HO,2010,F1H,H0778,0,0,0,0,16.66666667
625,100481HO,2010,F1H,H0585,664,1,1,1,9.090909091
626,100485HO,2010,F1H,H0589,397,0,0,0,42.85714286
627,100487HO,2010,F1H,H0584,0,0,0,0,33.33333333
628,100489HO,2010,F1H,H0778,0,0,0,0,33.33333333
629,100496HO,2010,F1H,H0584,0,0,0,0,100.0
630,100497HO,2010,F1H,H0778,314,1,1,1,20.0
631,100498HO,2010,F1H,H0584,358,1,1,1,18.51851852
632,100504HO,2010,F1H,H0585,321,0,0,1,36.36363636
633,100505HO,2010,F1H,H0778,308,1,1,1,12.19512195
634,100509HO,2010,F1H,H0584,489,0,0,0,18.18181818
635,100510HO,2010,F1H,H0589,444,0,0,0,57.14285714
636,100520HO,2010,F1H,H0584,0,1,0,0,16.66666667
637,100521HO,2010,EC,H0589,0,0,0,0,100.0
638,100526HO,2010,F1H,H0778,0,0,0,0,33.33333333
639,100527HO,2010,EC,HO0681,0,0,0,0,50.0
640,100529HO,2010,F1H,H0585,433,1,0,1,18.91891892
641,100530HO,2010,F1H,H0585,441,0,0,1,19.04761905
642,100532HO,2010,F1H,H0584,0,0,0,0,33.33333333
643,100534HO,2010,F1H,H0585,595,0,0,1,17.64705882
644,100539HO,2010,F1H,H0778,313,0,0,1,20.0
645,100540HO,2010,F1H,H0585,548,1,0,1,13.79310345
646,100542HO,2010,F1H,H0584,0,0,0,0,20.0
647,100544HO,2010,F1H,H0585,662,1,1,1,21.21212121
648,100551HO,2010,EC,H0589,456,0,0,1,20.0
649,100552HO,2010,EC,H0589,0,0,0,0,33.33333333
650,100557HO,2010,F1H,H0585,0,0,0,0,0.0
651,100561HO,2010,F1H,H0778,0,0,0,0,33.33333333
652,100563HO,2010,F1H,H0585,420,0,1,1,25.92592593
653,100564HO,2010,F1H,H0584,0,0,0,0,40.0
654,100576HO,2010,F1H,H0585,0,1,0,0,28.57142857
655,100600HO,2010,F1H,H0585,0,1,0,1,28.57142857
656,100602HO,2010,F1H,H0589,382,1,0,1,24.32432432
657,100603HO,2010,F1H,H0585,0,0,0,0,16.66666667
658,100618HO,2010,F1H,H0585,437,0,0,0,50.0
659,100620HO,2010,F1H,H0585,0,0,0,0,25.0
660,100621HO,2010,F1H,H0585,320,1,0,1,22.85714286
661,100622HO,2010,F1H,H0589,453,1,1,1,19.35483871
662,100625HO,2010,F1H,H0585,442,0,0,1,30.0
663,100626HO,2010,F1H,H0589,629,1,0,1,25.0
664,100629HO,2010,F1H,H0778,543,0,0,1,40.0
665,100649HO,2010,F1H,H0778,571,1,0,1,18.18181818
666,100661HO,2010,F1H,H0778,414,1,0,1,18.18181818
667,100665HO,2010,F1H,H0589,0,0,0,0,100.0
668,100669HO,2010,F1H,H0778,304,1,1,1,15.78947368
669,100671HO,2010,F1H,H0589,392,1,0,1,22.85714286
670,100674HO,2010,F1H,H0778,191,1,0,1,41.66666667
671,100678HO,2010,F1H,H0589,335,1,0,1,24.24242424
672,100681HO,2010,F1H,H0585,332,1,0,1,19.44444444
673,100682HO,2010,F1H,H0585,539,0,0,1,20.0
674,100685HO,2010,F1H,H0589,453,1,0,1,33.33333333
675,100705HO,2010,F1H,H0778,0,0,0,0,33.33333333
676,100707HO,2010,F1H,H0778,0,1,0,1,14.28571429
677,100708HO,2010,F1H,H0778,493,0,1,1,39.28571429
679,100721HO,2010,F1H,H0585,646,0,0,0,33.33333333
680,100738HO,2010,F1H,H0778,0,0,0,0,66.66666667
681,100743HO,2010,F1H,H0681,436,0,0,1,42.85714286
682,100744HO,2010,F1H,H0589,498,1,1,1,20.0
683,100745HO,2010,F1H,H0589,416,0,1,1,16.66666667
684,100747HO,2010,F1H,H0589,327,1,0,1,26.66666667
685,100764HO,2010,F1H,H0778,671,1,1,1,16.12903226
686,100767HO,2010,F1H,H0778,520,1,0,1,20.51282051
687,100769HO,2010,F1H,H0585,350,0,0,1,24.390243899999998
688,100770HO,2010,F1H,H0778,347,0,0,1,38.46153846
689,100783HO,2010,F1H,H0584,381,0,1,0,16.66666667
690,100785HO,2010,F1H,H0589,302,0,0,0,50.0
691,100786HO,2010,F1H,H0778,358,0,0,0,30.0
692,100787HO,2010,F1H,H0585,0,0,0,0,100.0
693,100788HO,2010,F1H,H0585,398,1,0,1,21.21212121
694,100789HO,2010,F1H,H0589,0,0,0,0,25.0
695,100807HO,2010,F1H,H0585,0,0,0,0,50.0
696,100810HO,2010,F1H,H0778,0,0,0,0,20.0
697,100811HO,2010,F1H,H0589,0,0,0,0,50.0
698,100816HO,2010,F1H,H0585,0,1,0,1,11.11111111
699,100824HO,2010,F1H,H0681,428,0,0,1,50.0
700,100827HO,2010,F1H,H0681,588,1,0,0,11.76470588
701,100844HO,2010,EC,H0585,391,1,1,1,19.51219512
702,100845HO,2010,F1H,H0681,478,1,1,1,17.94871795
703,100853HO,2010,F1H,H0585,448,0,0,1,33.33333333
704,100856HO,2010,F1H,H0585,0,0,0,0,40.0
705,100859HO,2010,F1H,H0585,450,1,0,1,19.35483871
707,100870HO,2010,F1H,H0589,0,0,0,0,40.0
708,100886HO,2010,F1H,H0681,305,0,1,1,44.44444444
709,100887HO,2010,F1H,H0585,526,0,0,1,27.27272727
710,100889HO,2010,F1H,H0585,385,1,0,1,21.42857143
711,100890HO,2010,F1H,H0585,366,0,0,1,25.92592593
712,100898HO,2010,F1H,HOL,203,0,0,0,60.0
713,100901HO,2010,F1H,H0585,0,0,0,0,33.33333333
714,100902HO,2010,F1H,H0589,326,0,0,1,26.31578947
715,100935HO,2010,F1H,H0681,335,0,0,1,28.57142857
716,100937HO,2010,F1H,H0681,584,1,0,1,15.0
717,100939HO,2010,F1H,H0681,0,0,0,0,50.0
718,100941HO,2010,F1H,H0681,683,1,1,1,20.0
719,100948HO,2010,F1H,H0681,312,1,0,1,29.03225806
720,100949HO,2010,F1H,H0585,342,0,0,1,27.77777778
721,100953HO,2010,F1H,H0681,498,0,0,0,37.5
722,100955HO,2010,F1H,H0681,338,1,0,0,36.36363636
723,100958HO,2010,F1H,HO0681,0,0,0,0,33.33333333
724,101000HO,2010,F1H,H0681,419,0,0,1,25.0
725,101004HO,2010,F1H,H0681,329,0,1,1,21.62162162
726,101005HO,2010,F1H,H0681,320,0,0,0,83.33333333
727,101084CP,2010,F1H,BR,380,0,1,1,20.51282051
728,110000HO,2011,F1H,BR,418,1,0,1,23.33333333
729,110003CA,2011,F1H,HOL,382,0,0,1,23.07692308
731,110008JE,2011,F1J,JE5181,0,0,0,0,40.0
732,110009HO,2011,F1H,HO7681,388,1,0,1,20.0
735,110012HO,2011,F1H,HO7681,0,0,0,1,33.33333333
738,110014HO,2011,F1H,HO7681,0,0,0,0,50.0
739,110015HO,2011,F1H,HO7681,0,0,0,0,50.0
741,110016HO,2011,F1H,HO7816,0,0,0,0,33.33333333
742,110017HO,2011,F1H,HO7681,415,1,0,1,17.64705882
743,110018HO,2011,EC,HO8161,365,0,1,1,28.0
745,110019HO,2011,F1H,HO8161,515,0,1,1,25.0
747,110020HO,2011,F1H,HO7681,0,0,0,0,9.090909091
749,110021HO,2011,F1H,HO7816,719,1,1,1,7.407407407000001
751,110022JE,2011,F1J,JE5181,0,1,0,0,25.0
752,110023HO,2011,F1H,HO8161,329,1,0,1,18.18181818
753,110024HO,2011,F1H,HO8161,0,0,0,0,33.33333333
754,110025HO,2011,F1H,HO7681,0,0,0,0,50.0
756,110026JE,2011,F1J,JE5181,527,1,1,1,25.0
757,110027HO,2011,F1H,HO7681,662,1,1,1,10.52631579
758,110028HO,2011,F1H,HO7816,563,1,1,1,14.28571429
760,110029HO,2011,F1H,HO8161,326,1,0,1,20.0
763,110032HO,2011,F1H,HO7681,0,0,0,0,100.0
764,110033HO,2011,F1H,HO7681,391,1,1,1,11.11111111
765,110034HO,2011,F1H,HO8161,0,0,0,0,66.66666667
766,110035HO,2011,F1H,HO7681,334,1,0,1,23.07692308
767,110036HO,2011,F1H,HO7681,342,0,1,1,33.33333333
768,110037HO,2011,F1H,HO8161,433,1,1,1,27.02702703
769,110038HO,2011,F1H,HO7681,332,0,1,1,21.42857143
772,110041HO,2011,F1H,HO7681,415,0,0,1,33.33333333
774,110044HO,2011,F1H,HO7681,601,1,1,1,14.70588235
775,110045HO,2011,F1H,HO7681,400,1,1,1,14.70588235
777,110046HO,2011,EC,HO7681,339,0,0,1,25.0
779,110047HO,2011,F1H,HO8161,0,0,0,1,50.0
781,110049JE,2011,F1J,JERSEY,401,1,1,1,15.38461538
783,110050JE,2011,F1J,JE5181,315,0,1,1,25.0
786,110052HO,2011,EC,HO8161,0,0,0,0,50.0
787,110053HO,2011,F1H,HO7681,361,1,1,1,21.05263158
788,110054HO,2011,F1H,HO7681,521,1,0,1,20.51282051
789,110056HO,2011,F1H,HO7681,320,1,1,0,15.38461538
791,110057HO,2011,F1H,HOL,0,1,0,0,10.0
792,110058HO,2011,F1H,HO7681,580,0,0,1,19.04761905
793,110059HO,2011,F1H,HO7816,442,1,0,1,30.55555556
794,110060JE,2011,F1J,JE5181,492,1,1,1,17.14285714
795,110061HO,2011,F1H,HO7681,0,1,0,1,25.0
797,110062HO,2011,F1H,HO7681,0,0,0,0,50.0
799,110063HO,2011,F1H,HO7681,0,0,0,0,50.0
800,110064HO,2011,F1H,HO8161,385,0,1,1,26.66666667
802,110065HO,2011,F1H,HO7681,316,1,0,1,23.07692308
804,110066HO,2011,F1H,HO7681,346,1,0,1,25.0
806,110067HO,2011,F1H,HO7681,0,0,1,0,33.33333333
808,110069HO,2011,F1H,HO7681,0,1,0,0,37.5
809,110070HO,2011,F1H,HO7681,316,0,0,1,21.21212121
810,110071HO,2011,F1H,HO7681,0,0,0,1,11.11111111
812,110075HO,2011,F1H,HO7681,322,1,0,1,30.0
814,110076HO,2011,F1H,HO7681,413,0,0,1,16.66666667
815,110078HO,2011,F1H,HO7681,415,0,0,1,17.64705882
817,110081HO,2011,F1H,HO7681,371,1,0,1,40.0
819,110082HO,2011,F1H,HO7681,0,0,0,1,25.0
821,110084HO,2011,F1H,HO7681,0,0,0,0,14.28571429
831,110096HO,2011,F1H,HO7681,337,1,0,1,21.42857143
833,110098HO,2011,F1H,HO7681,360,1,0,0,50.0
834,110100HO,2011,F1H,HO8161,359,1,1,1,28.0
837,110102HO,2011,F1H,HO6440,487,0,0,1,11.11111111
840,110106HO,2011,F1H,HO7681,298,1,0,1,36.36363636
846,110114HO,2011,F1H,HO8516,513,1,1,1,25.0
847,110115HO,2011,F1H,HO0585,0,1,0,1,16.66666667
848,110115ME,2011,F1H,HOL,301,1,0,1,27.27272727
849,110116HO,2011,F1H,HO7681,540,1,1,1,21.42857143
850,110118HO,2011,F1H,HO7681,401,1,1,1,15.15151515
852,110120HO,2011,F1H,HO7816,335,1,1,1,18.51851852
857,110126HO,2011,F1H,HO7681,676,1,1,1,7.894736842
860,110128HO,2011,F1H,HO0585,330,0,1,1,16.66666667
867,110135HO,2011,F1H,HOL,630,0,0,1,11.11111111
868,110136HO,2011,F1H,HO7681,600,1,1,1,16.0
870,110139HO,2011,EC,HO0585,0,1,0,0,12.5
871,110139ME,2011,F1H,HOL,402,0,1,1,18.75
874,110141HO,2011,F1H,HO6440,637,1,1,1,14.81481481
876,110142HO,2011,F1H,HO7681,383,1,0,1,11.11111111
883,110154HO,2011,F1H,HO6440,584,1,1,1,10.52631579
885,110155HO,2011,F1H,HO8516,428,1,1,1,18.18181818
886,110157HO,2011,F1H,HO0585,397,0,0,0,100.0
887,110158HO,2011,F1H,HO0585,0,1,0,1,7.142857143
890,110160HO,2011,F1H,HO6440,440,1,1,1,27.586206899999997
894,110164HO,2011,F1H,HO8516,333,0,0,1,21.73913043
895,110165HO,2011,F1H,HO8516,325,1,0,1,28.57142857
896,110166HO,2011,F1H,HO7681,326,1,1,0,22.22222222
897,110168HO,2011,F1H,HO8745,314,0,0,1,29.16666667
899,110177HO,2011,F1H,HO8516,321,0,0,1,23.52941176
