,ID,ANO_NACIMIENTO,RAZA,PADRE,INTERPARTO,ovder,ovizq,utero,Efectividad,DIM
368,100010HO,2010,F1H,H0584,388,0,0,0,33.33333333,234.0
369,100011HO,2010,F1H,H0584,665,0,1,1,15.0,259.666666667
370,100012HO,2010,F1H,H0585,0,0,0,0,14.28571429,359.0
371,100013CP,2010,F1H,BR,540,0,0,1,16.66666667,245.66666666700002
372,100013HO,2010,F1H,H0585,380,0,0,0,75.0,185.0
373,100014HO,2010,F1H,H0584,448,1,1,1,22.58064516,303.0
374,100015HO,2010,F1H,H0585,445,1,1,1,13.04347826,270.333333333
375,100016HO,2010,F1H,H0584,317,0,0,0,37.5,202.5
376,100017HO,2010,F1H,H0584,367,0,1,0,21.42857143,293.5
377,100018HO,2010,F1H,H0585,439,1,1,1,21.62162162,225.0
378,100019HO,2010,F1H,H0585,728,1,1,0,11.76470588,340.0
379,100021HO,2010,F1H,H0585,461,1,1,1,30.0,285.0
380,100022HO,2010,F1H,H0585,365,0,0,0,50.0,222.0
381,100023HO,2010,F1H,H0584,0,0,0,0,100.0,93.0
382,100024HO,2010,F1H,H0585,317,1,0,1,27.02702703,300.166666667
383,100025HO,2010,F1H,H0585,389,1,0,0,66.66666667,209.5
384,100026HO,2010,F1H,H0585,374,0,0,0,75.0,239.5
385,100027HO,2010,F1H,H0584,356,0,1,0,22.22222222,233.0
386,100028HO,2010,F1H,H0584,592,1,1,0,20.0,262.5
387,100029HO,2010,F1H,H0585,339,1,1,1,22.58064516,273.0
388,100030HO,2010,F1H,H0584,511,1,1,1,21.05263158,219.66666666700002
389,100031HO,2010,F1H,H0585,321,1,1,1,29.41176471,238.28571428599997
390,100032HO,2010,F1H,H0585,333,1,0,1,28.57142857,180.5
391,100033HO,2010,F1H,H0585,367,0,0,1,42.85714286,180.2
392,100034HO,2010,F1H,H0584,558,1,1,1,25.71428571,252.2
393,100035HO,2010,F1H,H0585,357,1,0,0,37.5,274.5
394,100036HO,2010,F1H,H0585,480,1,1,1,20.83333333,284.75
395,100037HO,2010,F1H,H0585,535,1,0,1,12.19512195,306.0
396,100038HO,2010,F1H,H0585,448,1,1,1,25.92592593,376.0
398,100040HO,2010,F1H,H0584,337,0,1,1,36.0,260.0
399,100042HO,2010,EC,H0585,416,1,1,0,28.57142857,176.0
400,100043HO,2010,F1H,H0585,760,0,1,1,58.82352941,248.0
401,100044HO,2010,F1H,H0584,339,1,0,0,27.27272727,288.0
402,100046JE,2010,F1J,JE0778,0,0,0,0,14.28571429,267.0
403,100047HO,2010,F1H,H0584,331,1,0,1,26.66666667,237.66666666700002
404,100048CP,2010,F1H,BR,0,1,0,0,0.0,230.0
405,100048HO,2010,F1H,H0585,764,1,1,1,10.52631579,363.66666666699996
408,100051CP,2010,F1H,BR,481,0,0,1,15.78947368,264.4
409,100051HO,2010,F1H,H0585,381,0,0,0,50.0,157.0
410,100052HO,2010,F1H,H0584,328,0,0,0,50.0,187.5
411,100053JE,2010,F1J,JE0778,336,0,0,1,50.0,194.5
412,100054HO,2010,F1H,H0585,472,1,1,1,30.76923077,164.0
413,100055CP,2010,F1H,BR,397,0,0,1,50.0,174.5
414,100055HO,2010,F1H,H0584,500,0,1,1,20.0,243.0
415,100056HO,2010,F1H,H0584,381,0,0,0,60.0,114.0
416,100060HO,2010,F1H,H0585,364,1,1,1,21.62162162,333.8
417,100062HO,2010,F1H,H0584,0,0,0,0,33.33333333,233.0
418,100063HO,2010,F1H,H0584,432,1,0,1,20.58823529,261.8
419,100064HO,2010,F1H,H0585,0,0,0,0,100.0,181.0
420,100065HO,2010,F1H,H0584,0,0,0,0,25.0,180.0
421,100066HO,2010,F1H,H0585,496,1,1,1,24.13793103,252.16666666700002
422,100067HO,2010,F1H,H0584,522,1,1,1,11.42857143,319.75
423,100068HO,2010,F1H,H0585,369,0,0,0,50.0,123.5
424,100069HO,2010,F1H,H0584,318,0,0,0,66.66666667,180.0
425,100070HO,2010,F1H,H0584,0,0,0,0,100.0,165.0
426,100071HO,2010,F1H,H0585,651,1,1,1,14.28571429,304.5
427,100072HO,2010,F1H,H0585,381,0,0,1,37.5,176.66666666700002
428,100073HO,2010,F1H,H0585,369,1,0,0,30.0,267.5
429,100074HO,2010,F1H,H0585,328,0,0,1,21.05263158,252.0
430,100075HO,2010,F1H,H0584,578,1,0,1,13.88888889,383.0
431,100076HO,2010,F1H,H0585,376,1,1,1,25.0,179.66666666700002
432,100077HO,2010,F1H,H0584,388,1,0,0,25.0,281.0
433,100078HO,2010,F1H,H0585,690,1,1,1,11.53846154,262.333333333
435,100080HO,2010,F1H,H0585,506,1,1,1,20.0,247.66666666700002
436,100081HO,2010,F1H,H0584,0,0,0,0,20.0,267.0
437,100082HO,2010,F1H,H0585,413,1,0,1,22.85714286,275.5
438,100083HO,2010,F1H,H0585,536,1,1,1,29.41176471,243.0
439,100085HO,2010,F1H,H0584,324,1,0,1,30.55555556,224.5
440,100086HO,2010,F1H,H0585,608,1,1,1,13.63636364,257.666666667
441,100087HO,2010,F1H,H0585,368,0,0,0,50.0,185.0
442,100088HO,2010,F1H,H0585,0,0,0,0,66.66666667,252.0
443,100089HO,2010,F1H,H0585,348,0,0,1,27.586206899999997,262.0
444,100090HO,2010,F1H,H0584,0,0,0,0,100.0,37.0
445,100091HO,2010,F1H,H0585,321,1,0,1,25.0,232.16666666700002
446,100092HO,2010,F1H,H0584,360,1,1,1,19.51219512,293.0
447,100093HO,2010,F1H,H0585,451,0,0,1,28.57142857,198.5
448,100094HO,2010,F1H,H0585,494,1,0,1,14.70588235,311.2
449,100096HO,2010,F1H,H0584,307,0,1,1,23.52941176,189.83333333299998
450,100097HO,2010,F1H,H0585,624,1,1,1,17.24137931,387.0
451,100098HO,2010,F1H,H0584,347,0,0,1,21.62162162,239.33333333299998
452,100099HO,2010,F1H,H0584,335,1,0,1,19.04761905,284.0
453,100100HO,2010,F1H,H0585,375,0,0,1,30.0,209.66666666700002
454,100101HO,2010,F1H,H0584,0,0,0,0,40.0,347.0
455,100102HO,2010,F1H,H0585,379,0,0,0,22.22222222,289.5
456,100103HO,2010,F1H,H0584,236,1,0,0,20.0,266.5
457,100104HO,2010,F1H,H0585,384,0,1,1,26.66666667,176.66666666700002
458,100104ME,2010,F1H,HOL,311,0,0,1,25.0,253.5
459,100105HO,2010,F1H,H0585,0,0,0,0,100.0,197.0
460,100106HO,2010,F1H,H0585,345,0,0,1,26.47058824,194.857142857
461,100107HO,2010,F1H,H0585,614,1,1,0,10.52631579,330.5
462,100108HO,2010,F1H,H0585,341,0,0,0,33.33333333,316.0
463,100109HO,2010,F1H,H0585,496,0,0,1,35.71428571,167.75
464,100110HO,2010,F1H,H0585,433,0,0,1,23.52941176,222.0
465,100111HO,2010,F1H,H0585,0,0,0,0,100.0,121.0
466,100113HO,2010,F1H,H0584,348,0,1,0,60.0,203.5
467,100114JE,2010,F1J,JE0761,351,0,0,0,100.0,151.5
469,100116JE,2010,F1J,J0778,372,1,1,1,18.51851852,230.4
470,100117HO,2010,F1H,H0584,344,0,1,0,28.57142857,249.0
471,100119CP,2010,F1H,BR,315,0,0,1,16.66666667,142.6
472,100119JE,2010,F1J,JE0778,522,0,0,1,20.0,227.0
473,100120HO,2010,F1H,H0584,428,0,0,0,50.0,193.5
474,100121HO,2010,F1H,H0584,370,0,0,1,33.33333333,223.0
475,100122HO,2010,F1H,H0584,0,0,0,0,14.28571429,355.0
476,100123HO,2010,F1H,H0584,0,0,0,0,33.33333333,53.0
478,100125HO,2010,F1H,H0584,0,0,0,0,16.66666667,297.0
479,100126HO,2010,F1H,H0584,0,0,0,0,66.66666667,185.0
480,100127JE,2010,F1J,JE0778,425,1,0,1,23.80952381,243.0
481,100129HO,2010,F1H,H0584,424,1,0,1,20.0,275.2
482,100130HO,2010,F1H,H0584,360,0,0,0,57.14285714,286.0
483,100131HO,2010,F1H,H0584,0,0,0,0,25.0,405.0
484,100132HO,2010,F1H,H0584,449,1,1,1,9.302325581,345.75
485,100134HO,2010,F1H,H0584,322,1,0,1,33.33333333,225.5
486,100135CP,2010,F1H,BR,0,1,1,1,22.22222222,303.0
487,100135HO,2010,F1H,H0584,321,0,1,0,28.57142857,204.5
488,100136HO,2010,F1H,H0584,515,1,0,1,15.78947368,321.5
489,100137HO,2010,F1H,H0584,513,0,0,0,30.0,186.5
490,100138HO,2010,F1H,H0584,0,1,0,0,20.0,437.0
491,100139HO,2010,F1H,H0584,0,0,0,0,30.0,380.0
492,100140HO,2010,F1H,H0584,0,0,0,0,42.85714286,308.0
493,100142HO,2010,F1H,H0584,478,0,0,0,28.57142857,149.5
494,100143HO,2010,F1H,H0584,0,0,1,0,12.5,476.0
495,100143ME,2010,F1H,HOL,569,1,1,1,12.5,455.0
497,100147HO,2010,EC,H0584,0,0,0,0,20.0,235.0
498,100148HO,2010,F1H,H0584,401,1,0,0,14.28571429,321.5
499,100150HO,2010,F1H,H0584,560,1,0,1,12.5,307.0
500,100151HO,2010,F1H,H0584,0,0,0,0,100.0,34.0
501,100152HO,2010,F1H,H0584,0,0,0,0,50.0,83.0
502,100154HO,2010,F1H,H0584,588,0,1,1,12.5,363.66666666699996
503,100156HO,2010,F1H,H0584,316,1,0,1,50.0,207.0
504,100157HO,2010,F1H,H0584,412,1,0,1,23.33333333,218.8
505,100158HO,2010,F1H,H0585,0,0,0,0,20.0,405.0
506,100160HO,2010,F1H,H0778,327,1,0,1,35.71428571,286.0
507,100164HO,2010,F1H,H0584,0,0,0,0,100.0,193.0
508,100167HO,2010,F1H,H0585,497,1,1,0,21.05263158,293.666666667
509,100170HO,2010,F1H,H0778,419,0,0,0,50.0,54.5
510,100175HO,2010,F1H,H0585,0,0,0,0,50.0,49.0
511,100178HO,2010,F1H,H0584,347,1,0,1,21.21212121,231.16666666700002
512,100179HO,2010,F1H,H0585,0,0,0,0,20.0,224.0
513,100184HO,2010,F1H,H0778,0,0,0,0,66.66666667,200.0
514,100185HO,2010,F1H,H0584,0,0,0,0,100.0,164.0
516,100191HO,2010,F1H,H0584,0,0,0,0,25.0,217.0
517,100193HO,2010,F1H,H0584,324,0,0,0,100.0,162.0
518,100195HO,2010,F1H,H0589,308,1,1,1,16.66666667,295.25
519,100196HO,2010,F1H,H0589,807,1,1,1,27.586206899999997,206.8
520,100197HO,2010,F1H,H0589,572,1,1,1,18.75,327.5
521,100199HO,2010,F1H,H0584,441,0,0,0,60.0,242.5
522,100200HO,2010,F1H,H0778,352,1,1,1,18.75,318.6
523,100201HO,2010,F1H,H0778,357,1,0,1,41.66666667,241.0
524,100202HO,2010,F1H,H0589,338,0,1,1,22.58064516,270.8
525,100203HO,2010,F1H,H0585,328,1,0,0,26.66666667,151.5
526,100204HO,2010,F1H,H0584,0,0,0,0,25.0,45.0
527,100206HO,2010,F1H,H0584,629,1,1,1,15.38461538,311.0
528,100207HO,2010,F1H,H0589,354,1,0,0,50.0,145.0
529,100207ME,2010,F1H,HOL,0,0,0,1,50.0,9.0
530,100208HO,2010,F1H,H0585,332,1,1,1,17.24137931,293.8
531,100209HO,2010,F1H,H0778,301,1,0,1,22.85714286,259.833333333
532,100213HO,2010,F1H,H0585,0,0,0,0,100.0,39.0
533,100215CP,2010,F1H,BR,556,1,1,1,11.11111111,381.0
534,100215HO,2010,F1H,H0584,0,0,0,0,50.0,168.0
536,100218HO,2010,F1H,H0585,382,1,0,1,25.0,210.0
537,100225HO,2010,F1H,H0585,412,0,0,1,25.0,287.75
538,100226HO,2010,F1H,H0584,0,1,0,0,33.33333333,493.0
539,100232HO,2010,F1H,H0585,373,0,0,1,23.33333333,240.2
540,100234HO,2010,EC,H0584,332,0,0,0,40.0,278.0
541,100235HO,2010,F1H,H0584,318,0,0,1,40.0,212.5
542,100237HO,2010,F1H,H0585,0,0,0,0,30.0,355.0
543,100238HO,2010,F1H,H0589,0,0,0,0,33.33333333,431.0
544,100242CP,2010,F1H,BR,390,0,0,1,20.0,190.0
545,100245CP,2010,F1H,BR,357,1,0,1,17.85714286,224.0
546,100246CP,2010,F1H,BR,551,1,1,1,15.625,281.666666667
547,100247CP,2010,F1H,BR,373,1,0,1,18.75,162.66666666700002
548,100249CP,2010,F1H,BR,586,1,0,1,8.333333332999999,335.0
549,100254HO,2010,F1H,H1297,362,0,0,0,66.66666667,42.0
550,100255HO,2010,F1H,H0589,430,1,0,1,27.27272727,244.25
551,100256HO,2010,F1H,H0585,380,1,1,1,26.47058824,251.83333333299998
552,100258HO,2010,F1H,H0584,573,1,0,1,13.33333333,366.25
553,100264CP,2010,F1H,BR,577,1,1,1,19.35483871,186.8
554,100268HO,2010,F1H,H0585,320,0,0,1,80.0,176.0
555,100278CP,2010,F1H,BR,445,1,0,1,13.33333333,239.25
556,100280HO,2010,F1H,H0778,0,0,0,0,50.0,32.0
557,100291HO,2010,F1H,H1297,0,0,0,0,25.0,211.0
558,100297HO,2010,F1H,H0585,321,0,0,1,31.57894737,165.83333333299998
559,100299HO,2010,F1H,H0585,0,0,0,0,50.0,47.0
560,100301HO,2010,F1H,H0585,335,1,0,1,26.66666667,274.0
561,100309CP,2010,F1H,BR,393,1,0,1,29.41176471,249.0
562,100317HO,2010,F1H,H0585,0,0,0,0,25.0,159.0
563,100320HO,2010,F1H,H0585,422,0,0,1,28.125,307.0
564,100321HO,2010,F1H,H0584,0,0,0,0,25.0,48.0
565,100322HO,2010,F1H,H0585,0,0,0,0,14.28571429,228.0
566,100328HO,2010,F1H,H0778,312,0,0,1,53.33333333,205.4
567,100332HO,2010,F1H,H0778,0,0,0,0,50.0,42.0
568,100337CP,2010,F1H,BR,345,1,0,1,21.42857143,179.8
569,100338HO,2010,F1H,H0778,368,1,0,1,20.58823529,193.66666666700002
570,100339CP,2010,F1H,BR,0,0,0,0,33.33333333,241.0
571,100340HO,2010,F1H,H0584,725,1,1,1,10.0,446.33333333300004
573,100347HO,2010,EC,H0778,333,0,0,1,25.71428571,278.166666667
574,100351CP,2010,F1H,BR,523,1,1,1,19.23076923,273.0
575,100351HO,2010,F1H,H0585,0,0,0,1,12.5,369.0
576,100352CP,2010,F1H,BR,542,1,0,1,21.21212121,356.5
577,100352HO,2010,F1H,H0778,655,1,0,1,19.23076923,291.25
579,100370HO,2010,F1H,H0585,327,1,0,1,23.80952381,341.0
580,100373HO,2010,F1H,H0589,501,0,0,0,16.66666667,308.666666667
581,100377HO,2010,F1H,H0778,447,0,0,1,21.875,255.83333333299998
582,100387HO,2010,F1H,H0585,539,1,1,1,21.62162162,292.4
583,100388HO,2010,F1H,H1297,407,1,0,1,40.0,105.0
584,100389HO,2010,F1H,H0585,173,1,0,1,28.57142857,249.4
586,100394HO,2010,EC,H0585,323,1,0,1,50.0,178.5
587,100402HO,2010,F1H,H1297,0,0,0,0,33.33333333,60.0
588,100406HO,2010,F1H,H0589,336,0,0,0,50.0,266.0
589,100412HO,2010,F1H,H0584,376,1,0,1,18.91891892,348.25
590,100413HO,2010,F1H,H0584,713,1,0,1,17.64705882,180.33333333299998
591,100417HO,2010,F1H,H1297,343,1,0,1,25.0,220.16666666700002
592,100419HO,2010,F1H,H1297,321,0,0,0,40.0,190.0
593,100423HO,2010,F1H,H0584,322,1,0,1,20.0,253.6
594,100424HO,2010,F1H,H0584,0,0,0,0,12.5,245.0
595,100425HO,2010,F1H,H0584,582,1,1,1,18.51851852,325.333333333
597,100429HO,2010,F1H,H0778,0,0,0,0,33.33333333,167.0
598,100430HO,2010,F1H,H0778,305,0,0,1,26.66666667,259.0
599,100431HO,2010,F1H,H0778,0,0,0,0,66.66666667,35.0
600,100433HO,2010,F1H,H0589,0,0,0,0,50.0,178.0
601,100434HO,2010,F1H,H0585,436,0,0,0,66.66666667,174.5
602,100435HO,2010,F1H,HOL,357,1,1,1,24.32432432,300.2
603,100436HO,2010,F1H,H0585,0,0,0,0,16.66666667,273.0
604,100437HO,2010,F1H,H0584,605,0,0,0,18.75,314.5
605,100438HO,2010,F1H,H0585,413,0,0,0,66.66666667,279.0
606,100439HO,2010,F1H,H0584,0,0,0,0,100.0,154.0
607,100440HO,2010,F1H,H0778,322,0,1,1,29.62962963,277.6
608,100441HO,2010,F1H,H0778,359,0,0,1,15.0,278.666666667
610,100443HO,2010,F1H,H0589,0,0,0,0,100.0,159.0
611,100448HO,2010,F1H,H0585,351,0,0,1,25.0,264.4
613,100450HO,2010,F1H,H0585,591,1,0,1,18.18181818,294.333333333
614,100451HO,2010,F1H,H1297,364,0,0,1,36.0,214.57142857099998
615,100452HO,2010,F1H,H0589,364,0,0,1,22.22222222,195.0
616,100458HO,2010,F1H,H0589,457,1,1,1,21.73913043,303.25
617,100459HO,2010,F1H,H0778,0,0,0,0,25.0,208.0
618,100460HO,2010,F1H,H0589,338,0,0,1,27.77777778,269.25
619,100461HO,2010,F1H,H0778,376,1,1,1,25.0,269.4
620,100463HO,2010,F1H,H0589,0,1,0,0,14.28571429,421.0
621,100464HO,2010,F1H,H0778,0,1,0,0,11.11111111,376.0
623,100476HO,2010,F1H,H0585,318,1,0,1,21.21212121,259.6
624,100480HO,2010,F1H,H0778,0,0,0,0,16.66666667,223.0
625,100481HO,2010,F1H,H0585,664,1,1,1,9.090909091,412.5
626,100485HO,2010,F1H,H0589,397,0,0,0,42.85714286,123.0
627,100487HO,2010,F1H,H0584,0,0,0,0,33.33333333,178.0
628,100489HO,2010,F1H,H0778,0,0,0,0,33.33333333,8.0
630,100497HO,2010,F1H,H0778,314,1,1,1,20.0,298.4
631,100498HO,2010,F1H,H0584,358,1,1,1,18.51851852,284.4
632,100504HO,2010,F1H,H0585,321,0,0,1,36.36363636,172.0
633,100505HO,2010,F1H,H0778,308,1,1,1,12.19512195,293.25
634,100509HO,2010,F1H,H0584,489,0,0,0,18.18181818,228.5
635,100510HO,2010,F1H,H0589,444,0,0,0,57.14285714,220.5
636,100520HO,2010,F1H,H0584,0,1,0,0,16.66666667,294.0
638,100526HO,2010,F1H,H0778,0,0,0,0,33.33333333,86.0
639,100527HO,2010,EC,HO0681,0,0,0,0,50.0,338.0
640,100529HO,2010,F1H,H0585,433,1,0,1,18.91891892,251.25
641,100530HO,2010,F1H,H0585,441,0,0,1,19.04761905,248.75
643,100534HO,2010,F1H,H0585,595,0,0,1,17.64705882,170.66666666700002
644,100539HO,2010,F1H,H0778,313,0,0,1,20.0,165.0
645,100540HO,2010,F1H,H0585,548,1,0,1,13.79310345,299.333333333
646,100542HO,2010,F1H,H0584,0,0,0,0,20.0,131.0
647,100544HO,2010,F1H,H0585,662,1,1,1,21.21212121,216.66666666700002
648,100551HO,2010,EC,H0589,456,0,0,1,20.0,229.0
649,100552HO,2010,EC,H0589,0,0,0,0,33.33333333,86.0
651,100561HO,2010,F1H,H0778,0,0,0,0,33.33333333,168.0
652,100563HO,2010,F1H,H0585,420,0,1,1,25.92592593,308.6
653,100564HO,2010,F1H,H0584,0,0,0,0,40.0,271.0
654,100576HO,2010,F1H,H0585,0,1,0,0,28.57142857,353.0
655,100600HO,2010,F1H,H0585,0,1,0,1,28.57142857,467.0
656,100602HO,2010,F1H,H0589,382,1,0,1,24.32432432,178.0
657,100603HO,2010,F1H,H0585,0,0,0,0,16.66666667,173.0
658,100618HO,2010,F1H,H0585,437,0,0,0,50.0,40.5
659,100620HO,2010,F1H,H0585,0,0,0,0,25.0,122.0
660,100621HO,2010,F1H,H0585,320,1,0,1,22.85714286,268.4
661,100622HO,2010,F1H,H0589,453,1,1,1,19.35483871,329.25
662,100625HO,2010,F1H,H0585,442,0,0,1,30.0,245.33333333299998
663,100626HO,2010,F1H,H0589,629,1,0,1,25.0,241.2
664,100629HO,2010,F1H,H0778,543,0,0,1,40.0,188.5
665,100649HO,2010,F1H,H0778,571,1,0,1,18.18181818,260.5
666,100661HO,2010,F1H,H0778,414,1,0,1,18.18181818,277.4
667,100665HO,2010,F1H,H0589,0,0,0,0,100.0,125.0
668,100669HO,2010,F1H,H0778,304,1,1,1,15.78947368,229.33333333299998
669,100671HO,2010,F1H,H0589,392,1,0,1,22.85714286,262.5
670,100674HO,2010,F1H,H0778,191,1,0,1,41.66666667,193.66666666700002
671,100678HO,2010,F1H,H0589,335,1,0,1,24.24242424,267.166666667
672,100681HO,2010,F1H,H0585,332,1,0,1,19.44444444,236.8
673,100682HO,2010,F1H,H0585,539,0,0,1,20.0,313.0
674,100685HO,2010,F1H,H0589,453,1,0,1,33.33333333,239.2
675,100705HO,2010,F1H,H0778,0,0,0,0,33.33333333,132.0
676,100707HO,2010,F1H,H0778,0,1,0,1,14.28571429,412.0
677,100708HO,2010,F1H,H0778,493,0,1,1,39.28571429,350.75
679,100721HO,2010,F1H,H0585,646,0,0,0,33.33333333,166.0
680,100738HO,2010,F1H,H0778,0,0,0,0,66.66666667,273.0
681,100743HO,2010,F1H,H0681,436,0,0,1,42.85714286,160.5
682,100744HO,2010,F1H,H0589,498,1,1,1,20.0,228.5
683,100745HO,2010,F1H,H0589,416,0,1,1,16.66666667,237.0
684,100747HO,2010,F1H,H0589,327,1,0,1,26.66666667,274.166666667
685,100764HO,2010,F1H,H0778,671,1,1,1,16.12903226,334.0
686,100767HO,2010,F1H,H0778,520,1,0,1,20.51282051,378.75
687,100769HO,2010,F1H,H0585,350,0,0,1,24.390243899999998,204.33333333299998
688,100770HO,2010,F1H,H0778,347,0,0,1,38.46153846,338.666666667
689,100783HO,2010,F1H,H0584,381,0,1,0,16.66666667,216.66666666700002
690,100785HO,2010,F1H,H0589,302,0,0,0,50.0,155.0
691,100786HO,2010,F1H,H0778,358,0,0,0,30.0,195.0
693,100788HO,2010,F1H,H0585,398,1,0,1,21.21212121,291.75
694,100789HO,2010,F1H,H0589,0,0,0,0,25.0,286.0
695,100807HO,2010,F1H,H0585,0,0,0,0,50.0,172.0
696,100810HO,2010,F1H,H0778,0,0,0,0,20.0,147.0
698,100816HO,2010,F1H,H0585,0,1,0,1,11.11111111,292.0
699,100824HO,2010,F1H,H0681,428,0,0,1,50.0,162.5
700,100827HO,2010,F1H,H0681,588,1,0,0,11.76470588,352.0
701,100844HO,2010,EC,H0585,391,1,1,1,19.51219512,372.5
702,100845HO,2010,F1H,H0681,478,1,1,1,17.94871795,292.75
703,100853HO,2010,F1H,H0585,448,0,0,1,33.33333333,203.66666666700002
704,100856HO,2010,F1H,H0585,0,0,0,0,40.0,200.0
705,100859HO,2010,F1H,H0585,450,1,0,1,19.35483871,274.5
707,100870HO,2010,F1H,H0589,0,0,0,0,40.0,371.0
708,100886HO,2010,F1H,H0681,305,0,1,1,44.44444444,145.5
709,100887HO,2010,F1H,H0585,526,0,0,1,27.27272727,247.6
710,100889HO,2010,F1H,H0585,385,1,0,1,21.42857143,317.6
711,100890HO,2010,F1H,H0585,366,0,0,1,25.92592593,263.0
712,100898HO,2010,F1H,HOL,203,0,0,0,60.0,113.0
713,100901HO,2010,F1H,H0585,0,0,0,0,33.33333333,96.0
714,100902HO,2010,F1H,H0589,326,0,0,1,26.31578947,188.75
715,100935HO,2010,F1H,H0681,335,0,0,1,28.57142857,216.6
716,100937HO,2010,F1H,H0681,584,1,0,1,15.0,258.0
717,100939HO,2010,F1H,H0681,0,0,0,0,50.0,35.0
718,100941HO,2010,F1H,H0681,683,1,1,1,20.0,299.8
719,100948HO,2010,F1H,H0681,312,1,0,1,29.03225806,244.66666666700002
720,100949HO,2010,F1H,H0585,342,0,0,1,27.77777778,286.666666667
721,100953HO,2010,F1H,H0681,498,0,0,0,37.5,259.666666667
722,100955HO,2010,F1H,H0681,338,1,0,0,36.36363636,160.0
723,100958HO,2010,F1H,HO0681,0,0,0,0,33.33333333,118.0
